,id,name,rating,time,servings,yield,course0,cuisine0,Piquant,Sour,Salty,Sweet,Bitter,Meaty,cuisine1,holiday0,holiday1,holiday2,course1,cuisine2,course2,course3,holiday3,cuisine3,course4,holiday4,Cajun & Creole,Spanish,Hawaiian,Kid-Friendly,Indian,English,Greek,Thai,Southwestern,Italian,Mediterranean,Irish,Southern & Soul Food,Hungarian,American,Mexican,Swedish,Moroccan,Barbecue,German,Asian,Portuguese,Vietnamese,Japanese,Cuban,French,Chinese,Breads,Soups,Afternoon Tea,Cocktails,Beverages,Lunch and Snacks,Main Dishes,Appetizers,Breakfast and Brunch,Desserts,Condiments and Sauces,Side Dishes,Salads,Game Day,Christmas,Unnamed: 69,4th of July,New Year,Passover,Sommer Cocktail Party,Fall,Winter,Chinese New Year,Valentine's Day,Thanksgiving,Thanksgivukkah,Spring,Summer,Hanukkah,Sunday Lunch,Easter,St. Patrick's Day,Halloween,number_of_ingredients,taste_sum,parsed,failed,ingredient0,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient0qty,ingredient0type,ingredient1qty,ingredient1type,ingredient2qty,ingredient2type,ingredient3qty,ingredient3type,ingredient4qty,ingredient4type,ingredient5qty,ingredient5type,ingredient6qty,ingredient6type,ingredient7qty,ingredient7type,ingredient8qty,ingredient8type,ingredient9qty,ingredient9type,ingredient10qty,ingredient10type,ingredient11qty,ingredient11type,ingredient12qty,ingredient12type,ingredient13qty,ingredient13type,ingredient14qty,ingredient14type,ingredient15qty,ingredient15type,ingredient16qty,ingredient16type,ingredient17qty,ingredient17type,ingredient18qty,ingredient18type,ingredient19qty,ingredient19type,amount_error
148,Turkey-picadillo-352288,Turkey Picadillo,5,,4.0,servings: 4 ,Main Dishes,Spanish,0.0,0.3333,0.5,0.5,0.3333,0.8333,Mexican,Thanksgiving,,,,Cuban,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,2.4999,True,0,turkey,tomato sauce,kosher salt,ground pepper,ground cumin,bay leaf,green olives,finely chopped onion,cloves garlic,chopped tomatoes,bell peppers,cilantro,,,,,,,,,567.0,wt,113.4,wt,0.0,whole,0.0,wt,4.929,vol,2.0,whole,29.574,vol,1.0,whole,2.0,whole,1.0,whole,1.0,whole,29.574,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
149,Slow-cooker-coq-au-vin-299053,Slow Cooker Coq Au Vin,4,12900.0,4.0,4,Main Dishes,French,0.0,0.6667,0.3333,0.5,0.5,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2.1667,True,0,olive oil,white mushrooms,pearl onions,chicken,dry red wine,beef broth,tomato paste,large garlic cloves,bay leaf,all-purpose flour,dried thyme,,,,,,,,,,59.148,vol,226.8,wt,118.295,vol,226.8,wt,236.59,vol,236.59,vol,14.787,vol,1.0,whole,1.0,whole,59.1475,vol,1.23225,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
159,Veggie-Bean-Burgers-482081,Veggie Bean Burgers,4,2400.0,6.0,yield:6 burgers,Main Dishes,American,0.3333,0.6667,0.5,0.6667,1.0,1.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4.1667000000000005,True,0,olive oil,chopped onion,"garlic cloves, minced",carrots,chili powder,ground cumin,black beans,dijon mustard,soy sauce,ketchup,fresh parsley,brown rice,cremini mushrooms,salt and pepper to taste,cayenne pepper,vegetable oil,,,,,9.858,vol,236.59,vol,4.0,whole,118.295,vol,4.929,vol,2.4645,vol,14.175,wt,29.574,vol,29.574,vol,29.574,vol,29.574,vol,118.295,vol,236.59,vol,0.0,whole,0.0,whole,4.929,vol,0.0,,0.0,,0.0,,0.0,,0
180,Spicy-Thai-Tofu-With-Red-Bell-Peppers-And-Peanuts-Epicurious,Spicy Thai Tofu with Red Bell Peppers and Peanuts,4,900.0,4.0,Makes 4 servings,Main Dishes,Thai,0.3333,0.5,0.8333,0.1667,0.6667,0.8333,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.3333,True,0,olive oil,red bell pepper,minced fresh ginger,large garlic cloves,firm tofu,green onions,soy sauce,fresh lime juice,red pepper,baby spinach,fresh basil,salt,,,,,,,,,78.86333333333333,vol,2.0,whole,44.361000000000004,vol,3.0,whole,0.0,wt,3.0,wt,44.361000000000004,vol,29.574,vol,3.69675,vol,0.0,wt,78.86333333333333,vol,78.86333333333333,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
181,Cajun-Chow-Mein-AllRecipes,Cajun Chow Mein,4,4800.0,9.0,1 9x13-inch baking dish,Main Dishes,American,0.3333,0.5,0.1667,0.6667,1.0,0.8333,Cajun & Creole,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3.5,True,0,lean beef,minced garlic,finely chopped onion,green bell pepper,tomatoes,kidney beans,long-grain rice,water,chili powder,salt and pepper to taste,salt and pepper to taste,,,,,,,,,,453.6,wt,2.4645,vol,1.0,whole,0.0,wt,411.07500000000005,wt,425.25,wt,236.59,vol,236.59,vol,7.3935,vol,0.0,whole,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
184,Taco-Pie-1395789,Taco Pie,4,3000.0,5.0,4-6,Main Dishes,Mexican,0.6667,0.3333,0.8333,0.1667,0.8333,0.5,Southwestern,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3.3333,True,0,ground beef,olive oil,chili powder,garlic powder,cumin,salt,tomato sauce,tomatoes,black beans,corn,chopped cilantro,black beans,sour cream,cheddar cheese,flour tortillas,,,,,,226.8,wt,14.787,vol,59.1475,vol,7.3935,vol,7.3935,vol,2.4645,vol,236.59,vol,236.59,vol,59.1475,vol,118.295,vol,14.787,vol,236.59,vol,59.1475,vol,473.18,vol,0.0,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0
190,Thai-Style-Chicken-Patties-1049088,Thai Style Chicken Patties,4,2400.0,4.0,,Main Dishes,Asian,0.6667,0.6667,0.1667,0.1667,0.5,0.5,Thai,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2.6668000000000003,True,0,chicken breasts,chicken breasts,lime juice,fish sauce,water chestnuts,chopped onion,jalapeño pepper,lemon grass,minced fresh ginger,chopped cilantro,panko,salt and freshly ground pepper to taste,salt and freshly ground pepper to taste,vegetable oil,,,,,,,453.6,wt,453.6,wt,0.0,whole,4.929,vol,0.0,wt,236.59,vol,1.0,whole,14.787,vol,4.929,vol,59.1475,vol,59.1475,vol,0.0,wt,0.0,wt,9.858,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
195,Garbanzos-Sprinkled-with-Monkfish-and-Shrimp-518603,Garbanzos Sprinkled with Monkfish and Shrimp,4,1500.0,4.0,,Main Dishes,American,0.0,0.3333,0.1667,0.6667,0.1667,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.5001000000000002,True,0,vegetable oil,jumbo shrimp,onion,monkfish,salt,ground black pepper,beans,tomato sauce,fresh oregano,,,,,,,,,,,,29.574,vol,200.0,wt,1.0,whole,200.0,wt,0.0,whole,0.0,wt,425.25,wt,29.574,vol,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
207,Easy-veggie-stir-fry-370970,Easy Veggie Stir-Fry,5,1500.0,5.0, serves 4-6,Main Dishes,Asian,0.0,0.1667,1.0,0.6667,0.6667,0.3333,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.8334,True,0,beef broth,soy sauce,sriracha,sesame oil,honey,canola oil,minced fresh ginger,minced garlic,small red onion,broccoli,salt to taste,sesame seeds,,,,,,,,,59.1475,vol,44.361000000000004,vol,2.4645,vol,9.858,vol,14.787,vol,29.574,vol,4.929,vol,9.858,vol,1.0,whole,0.0,wt,0.0,whole,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
211,Pit-beef-sandwiches-371049,Pit Beef Sandwiches,5,,8.0,  makes 8 ,Main Dishes,American,0.5,0.5,0.5,0.6667,0.6667,1.0,,,,,Lunch and Snacks,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3.8334,True,0,kosher salt,black pepper,onion powder,garlic powder,paprika,oregano,chili powder,beef,beef,sour cream,mayonnaise,fresh lemon juice,"garlic cloves, minced",horseradish,salt and pepper to taste,onion,white bread,,,,9.858,vol,7.3935,vol,14.787,vol,14.787,vol,14.787,vol,7.3935,vol,9.858,vol,1360.8000000000002,wt,1360.8000000000002,wt,118.295,vol,118.295,vol,14.787,vol,1.0,whole,29.574,vol,0.0,whole,0.0,whole,0.0,whole,0.0,,0.0,,0.0,,0
212,Roasted-Garlic-Souffle-542735,Roasted-Garlic Soufflé,5,8100.0,8.0,Makes 8 servings,Main Dishes,French,0.0,0.6667,0.6667,0.6667,0.6667,0.6667,,Christmas,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.3335,True,0,large garlic cloves,olive oil,whole milk,medium onion,thyme leaves,thyme leaves,bay leaf,whole cloves,black peppercorns,unsalted butter,dry bread crumbs,all-purpose flour,egg whites,parmigiano-reggiano,grated nutmeg,gruyère,,,,,3.0,whole,14.787,vol,591.475,vol,1.0,whole,4.929,vol,4.929,vol,1.0,whole,1.0,whole,0.616125,vol,103.509,vol,22.180500000000002,vol,73.935,vol,0.0,wt,354.885,vol,1.23225,vol,177.4425,vol,0.0,,0.0,,0.0,,0.0,,0
216,Chicken-Saltimbocca-457078,Chicken Saltimbocca,5,,4.0,Serves 4.,Main Dishes,Italian,0.0,0.3333,0.1667,0.1667,0.1667,0.1667,,,,,Lunch and Snacks,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.0001,True,0,chicken breast halves,salt and freshly ground pepper to taste,all-purpose flour,unsalted butter,extra-virgin olive oil,fresh sage,chicken breasts,chicken breasts,chicken breasts,dry white wine,,,,,,,,,,,170.10000000000002,wt,0.0,wt,78.86333333333333,vol,29.574,vol,14.787,vol,9.858,vol,2.0,whole,113.4,wt,113.4,wt,177.4425,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
217,Filet-Mignon-With-Peppercorn-Mustard-Sauce-My-Recipes,Filet Mignon with Peppercorn Mustard Sauce,4,1200.0,4.0,4 servings (serving size: 1 steak and 2 tablespoons sauce),Main Dishes,American,0.6667,0.1667,0.6667,0.0,0.1667,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.8335,True,0,salt,ground black pepper,beef,vegetable oil,minced shallots,cognac,beef broth,green peppercorns,,,,,,,,,,,,,1.23225,vol,1.23225,vol,0.0,wt,4.929,vol,78.86333333333333,vol,118.295,vol,118.295,vol,59.1475,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
224,Chicken-and-Green-Chile-Enchiladas-1320757,Chicken and Green Chile Enchiladas,4,4800.0,4.0,,Main Dishes,Mexican,0.8333,0.8333,0.8333,0.1667,0.8333,0.6667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4.1666,True,0,chicken,salt and pepper to taste,salt and pepper to taste,whipped cream,green chiles,chopped cilantro,butter,minced onion,flour,chicken broth,milk,greens,sour cream,cheese,flour tortillas,,,,,,680.4000000000001,wt,0.0,whole,0.0,whole,226.8,wt,0.0,wt,29.574,vol,29.574,vol,118.295,vol,29.574,vol,78.86333333333333,vol,59.1475,vol,0.0,wt,118.295,vol,226.8,wt,7.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0
234,Chinese-Broccoli-Beef-Noodle-Stir-Fry-513576,Chinese Broccoli Beef Noodle Stir Fry,5,2400.0,4.0,4,Main Dishes,Asian,0.0,0.5,0.6667,0.1667,0.5,0.1667,Chinese,Chinese New Year,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,2.0001,True,0,soy sauce,oyster sauce,dry white wine,sugar,cornstarch,dark sesame oil,beef,noodles,vegetable oil,large garlic cloves,chicken or vegetable stock,broccoli florets,freshly ground black pepper,,,,,,,,44.361000000000004,vol,44.361000000000004,vol,44.361000000000004,vol,14.787,vol,14.787,vol,4.929,vol,453.6,wt,453.6,wt,29.574,vol,3.0,whole,295.7375,vol,453.6,wt,0.0,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
236,Tortellini-Tapas-With-Spicy-Ranch-Dip-My-Recipes,Tortellini Tapas with Spicy Ranch Dip,4,,8.0,Makes 8 appetizer servings,Main Dishes,American,0.5,0.0,0.5,0.1667,0.3333,1.0,Southwestern,Game Day,,,Appetizers,Spanish,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.5,True,0,cheese,peppercorns,large eggs,breadcrumbs,salsa,fresh cilantro,vegetable oil,fresh cilantro,,,,,,,,,,,,,0.0,wt,0.0,wt,2.0,whole,473.18,vol,177.4425,vol,59.1475,vol,473.18,vol,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
237,Crawfish-Jambalaya-1042281,Crawfish Jambalaya,4,2100.0,6.0,6,Main Dishes,American,0.1667,0.5,0.1667,0.1667,0.1667,0.1667,Southern & Soul Food,,,,,Cajun & Creole,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.3335,True,0,sausage,chopped onion,celery,green bell pepper,"garlic cloves, minced",butter,vegetable oil,rice,tomatoes,chicken broth,bay leaf,thyme,kosher salt,tabasco sauce,tomato paste,meat,chopped onion,,,,4.0,whole,354.885,vol,118.295,vol,118.295,vol,2.0,whole,29.574,vol,29.574,vol,354.885,vol,0.0,wt,473.18,vol,2.0,whole,2.4645,vol,2.4645,vol,2.4645,vol,22.180500000000002,vol,453.6,wt,118.295,vol,0.0,,0.0,,0.0,,0
244,Tamale-pie-303370,Tamale Pie,4,3000.0,6.0,6,Main Dishes,Southwestern,0.0,0.3333,0.1667,0.5,0.1667,0.6667,Mexican,,,,,American,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.8334,True,0,vegetable oil,chopped onion,ground beef,onion,tomatoes,water,kidney beans,corn,,,,,,,,,,,,,14.787,vol,1.0,whole,453.6,wt,0.0,vol,14.175,wt,118.295,vol,538.65,wt,14.175,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
252,Soy_salmon-With-Cilantro_coconut-Chutney-My-Recipes,Soy-Salmon With Cilantro-Coconut Chutney,4,5100.0,2.0,4 servings (serving size: 1 fillet and 2 1/2 tablespoons chutney),Main Dishes,American,0.0,0.5,0.3333,0.1667,0.3333,1.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.3333,True,0,beer,soy sauce,vegetable oil,lemon juice,salt,pepper,"garlic cloves, minced",salmon fillet,vegetables,coconut,,,,,,,,,,,177.4425,vol,118.295,vol,14.787,vol,14.787,vol,0.616125,vol,0.616125,vol,1.0,whole,0.0,wt,0.0,wt,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
265,Spaghetti-with-Tomato-and-Artichokes-1059092,Spaghetti with Tomato and Artichokes,4,3000.0,4.0,four servings,Main Dishes,Italian,0.1667,0.1667,0.5,0.1667,0.6667,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.8335,True,0,spaghetti,artichoke hearts,chicken stock,dry white wine,"garlic cloves, minced",tomato paste,extra virgin olive oil,red pepper,salt and freshly ground pepper to taste,salt and freshly ground pepper to taste,pecorino cheese,fresh basil,chopped parsley,,,,,,,,340.20000000000005,wt,396.90000000000003,wt,236.59,vol,236.59,vol,2.0,whole,29.574,vol,14.787,vol,1.23225,vol,0.0,wt,0.0,wt,118.295,vol,29.574,vol,14.787,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
269,Beef-Goulash-My-Recipes_1,Beef Goulash,4,,8.0,8 servings (serving size: 1 cup),Main Dishes,American,0.3333,1.0,0.8333,0.6667,0.6667,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.6667,True,0,all-purpose flour,lean beef,baking potatoes,chopped onion,carrots,red bell pepper,ketchup,worcestershire sauce,sweet paprika,minced garlic,salt,beef broth,,,,,,,,,78.86333333333333,vol,907.2,wt,946.36,vol,473.18,vol,236.59,vol,236.59,vol,78.86333333333333,vol,14.787,vol,9.858,vol,9.858,vol,4.929,vol,0.0,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
274,Inside-Out-Eggplant-Parmigiana-Epicurious-53693,Inside-Out Eggplant Parmigiana,4,3600.0,4.0,Serves 4 (Main course),Main Dishes,Italian,0.0,0.8333,0.5,0.6667,0.6667,0.5,,Summer,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,3.1667,True,0,olive oil,finely chopped onion,"garlic cloves, minced",tomato juice,tomato juice,water,sugar,basil,eggplant,olive oil,dry bread crumbs,parmigiano-reggiano,chopped flat-leaf parsley,"garlic cloves, minced",large eggs,water,hot red-pepper flakes,arugula,basil leaves,mozzarella,29.574,vol,1.0,whole,1.0,whole,0.0,wt,0.0,wt,118.295,vol,2.4645,vol,44.361000000000004,vol,0.0,wt,88.72200000000001,vol,177.4425,vol,118.295,vol,118.295,vol,2.0,whole,6.0,whole,118.295,vol,1.23225,vol,226.8,wt,236.59,vol,226.8,wt,0
278,Creme-Fraiche-Chicken-Allrecipes,Creme Fraiche Chicken,4,3300.0,6.0,4 to 6 servings,Main Dishes,French,0.0,0.3333,0.3333,0.5,0.3333,0.3333,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.8332,True,0,chicken breast halves,white wine,salt and pepper to taste,salt and pepper to taste,pasta,chopped onion,chopped garlic,mushrooms,creme fraiche,parmesan cheese,sour cream,,,,,,,,,,6.0,whole,59.1475,vol,0.0,whole,0.0,whole,226.8,wt,1.0,whole,14.787,vol,226.8,wt,473.18,vol,118.295,vol,44.361000000000004,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
282,Mexican-Casserole-1095266,Mexican Casserole,4,2700.0,6.0,6 servings,Main Dishes,Mexican,0.8333,0.3333,0.8333,0.1667,0.6667,0.6667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3.5000000000000004,True,0,chicken,salsa,light cream,green chiles,black beans,tomatoes,green onions,cheddar cheese,tortillas,,,,,,,,,,,,368.55,wt,236.59,vol,113.4,wt,113.4,wt,425.25,wt,1.0,whole,2.0,wt,473.18,vol,236.59,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
299,Bolognese-Sauce-1355046,Bolognese Sauce,4,1800.0,4.0,4,Main Dishes,Italian,0.0,0.8333,0.1667,0.1667,0.3333,0.3333,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.8333,True,0,ground beef,spaghetti,tomato sauce,brussels sprouts,cloves garlic,carrots,onion,parsley,rosemary,butter,pecorino,,,,,,,,,,56.7,wt,283.5,wt,0.0,wt,170.10000000000002,wt,4.0,whole,2.0,whole,1.0,whole,1.0,whole,1.0,whole,29.574,vol,0.0,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
302,Asian_Style-Pork-Chops-Martha-Stewart_1,Asian-Style Pork Chops,4,2100.0,4.0,servings: 4,Main Dishes,Asian,0.0,0.8333,1.0,0.8333,0.8333,0.3333,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.8332,True,0,soy sauce,sugar,vegetable oil,"garlic cloves, minced",coarse salt,pork chops,radishes,,,,,,,,,,,,,,78.86333333333333,vol,59.1475,vol,14.787,vol,3.0,whole,0.0,whole,283.5,wt,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
308,Steak-_-fajita-rice-with-black-bean-_-corn-salsa-297561,Steak & Fajita Rice With Black Bean & Corn Salsa,4,1500.0,4.0,4,Main Dishes,Southwestern,0.0,0.0,0.1667,0.3333,1.0,0.6667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.1667,True,0,rice,sirloin,salsa,black beans,corn kernels,,,,,,,,,,,,,,,,1.0,whole,0.0,wt,118.295,vol,236.59,vol,236.59,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
315,Herbed-Chicken-Rolls-My-Recipes,Herbed Chicken Rolls,4,3300.0,12.0,12 servings (serving size: 1 chicken roll),Main Dishes,French,0.0,0.3333,0.8333,0.3333,0.6667,1.0,American,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.1666,True,0,fresh parsley,fresh basil leaves,fresh thyme leaves,ground pepper,bread,egg whites,water,chicken breast halves,prosciutto,swiss cheese,vegetables,basil,,,,,,,,,59.1475,vol,59.1475,vol,14.787,vol,3.69675,vol,0.0,wt,0.0,wt,29.574,vol,0.0,wt,85.05000000000001,wt,21.262500000000003,wt,0.0,wt,0.0,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
